Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada
267;14042001;1;8;45;46;55;58;0;0;46;2,314,259.00;4076;26019;372,021,004.00;0;0;0
268;21042001;5;6;10;21;33;47;0;0;111;1,034,829.00;10133;11293;509,860,174.00;0;0;0
269;28042001;17;18;19;25;49;52;0;0;110;121,157.00;8717;15231;669,787,366.00;0;0;0
270;5052001;5;9;27;35;40;45;1;2,518,626,021.00;228;966,514.00;16867;13016;0;0;0;0
271;12052001;14;24;26;29;31;54;0;0;43;1,993,925.00;4385;19479;102,886,523.00;0;0;0
272;19052001;9;10;24;36;56;58;0;0;70;1,401,337.00;5491;17797;220,598,815.00;0;0;0
273;26052001;10;17;23;27;47;52;1;345,648,023.00;92;1,132,692.00;7241;14338;0;0;0;0
274;2062001;11;13;18;26;39;47;0;0;142;548,822.00;7420;10464;93,519,294.00;0;0;0
275;9062001;16;19;30;37;38;48;0;0;41;2,289,752.00;3737;25027;20,617,511.00;0;0;0
276;16062001;22;39;45;53;57;59;0;0;79;1,248,698.00;5172;19001;324,551,679.00;0;0;0
277;23062001;4;26;38;40;52;56;0;0;95;1,157,872.00;5404;20278;456,549,029.00;0;0;0
278;30062001;10;15;18;22;31;55;0;0;99;1,186,809.00;6996;16732;59,754,191.00;0;0;0
279;7072001;4;23;31;47;58;59;0;0;58;2,366,488.00;6137;22281;762,249,424.00;0;0;0
280;14072001;5;16;20;25;30;58;0;0;192;1,119,947.00;14673;146;1,935,175,816.00;0;0;0
281;21072001;5;11;31;38;47;53;1;224,140,935.00;188;1,357,418.00;12864;19763;0;0;0;0
282;28072001;9;14;23;24;33;36;1;95,887,882.00;76;1,051,403.00;6064;13127;0;0;0;0
283;1082001;25;28;34;42;48;54;1;36,717,322.00;36;849,938.00;2126;14338;0;0;0;0
284;4082001;7;8;14;30;32;36;1;90,188,448.00;75;1,002,094.00;5358;13974;0;0;0;0
285;8082001;12;32;37;41;50;56;0;0;17;2,087,596.00;1173;30141;42,586,964.00;0;0;0
286;11082001;29;35;37;44;47;56;0;0;59;1,374,396.00;3739;21606;139,894,194.00;0;0;0
287;15082001;3;13;25;33;47;60;1;19,314,748.00;110;403,434.00;5633;7849;0;0;0;0
288;18082001;6;9;11;17;18;50;0;0;82;874,964.00;4763;15007;86,096,472.00;0;0;0
289;22082001;6;7;20;25;30;36;0;0;29;1,381,912.00;2197;18172;134,187,011.00;0;0;0
290;25082001;7;25;26;30;40;57;0;0;56;2,066,223.00;4869;23675;1,015,968,847.00;0;0;0
291;29082001;5;16;17;18;22;41;0;0;71;1,124,478.00;4870;16332;1,111,774,368.00;0;0;0
292;1092001;13;23;24;34;45;53;0;0;116;113,133.00;8670;1508;126,925,544.00;0;0;0
293;5092001;5;6;7;12;28;35;0;0;167;581,788.00;10185;9503;1,385,845,703.00;0;0;0
294;8092001;22;25;28;41;45;57;2;769,668,033.00;130;983,913.00;7434;17141;0;0;0;0
295;12092001;7;12;24;31;44;50;0;0;36;1,024,227.00;2055;17875;44,246,608.00;0;0;0
296;15092001;3;20;42;46;51;52;0;0;29;2,658,295.00;2348;32709;136,755,268.00;0;0;0
297;19092001;1;20;28;33;36;41;0;0;25;1,935,356.00;1920;25105;194,815,943.00;0;0;0
298;22092001;5;22;23;24;34;60;1;299,457,221.00;50;1,744,022.00;4372;19871;0;0;0;0
299;26092001;2;5;7;33;49;53;0;0;33;1,053,882.00;2049;16909;41,733,723.00;0;0;0
300;29092001;24;27;28;38;41;57;0;0;48;2,282,073.00;4820;2264;842,119,974.00;0;0;0
301;3102001;9;26;48;49;57;58;0;0;28;2,957,134.00;2892;28522;941,479,691.00;0;0;0
302;6102001;12;25;30;40;41;60;0;0;101;1,350,506.00;6361;21363;1,105,160,938.00;0;0;0
303;10102001;7;13;17;30;37;47;1;1,225,774,827.00;215;467,495.00;12861;7786;0;0;0;0
304;13102001;7;11;34;41;42;59;0;0;58;110,501.00;3274;19502;76,908,704.00;0;0;0
305;17102001;5;11;27;38;53;60;0;0;47;1,001,362.00;3770;12437;133,385,518.00;0;0;0
306;20102001;19;30;41;47;56;57;0;0;28;2,973,618.00;2294;36158;23,329,908.00;0;0;0
307;24102001;13;16;17;26;41;44;0;0;44;126,328.00;3962;13976;30,000,027.00;0;0;0
308;27102001;4;11;25;29;39;55;1;413,817,299.00;62;1,529,799.00;5173;18267;0;0;0;0
309;31102001;4;11;25;39;50;55;1;44,289,906.00;3001;12253;2997;12269;0;0;0;0
310;3112001;2;14;28;29;31;32;0;0;81;1,054,447.00;5093;16707;75,129,849.00;0;0;0
311;7112001;22;24;30;32;38;41;0;0;31;2,545,468.00;2871;27381;845,989,895.00;0;0;0
312;10112001;14;23;30;41;47;50;0;0;76;1,588,975.00;4985;24133;990,904,397.00;0;0;0
313;14112001;14;16;24;37;38;53;0;0;61;1,566,521.00;5547;17162;1,105,573,735.00;0;0;0
314;17112001;5;32;34;37;40;58;0;0;93;1,228,732.00;5542;20542;1,242,700,217.00;0;0;0
315;21112001;12;21;22;28;43;50;1;1,367,510,567.00;43;2,418,806.00;4598;22535;0;0;0;0
316;24112001;6;24;28;43;51;56;0;0;104;644,633.00;4093;16318;80,450,207.00;0;0;0
317;28112001;16;20;27;30;35;48;0;0;23;1,885,899.00;2088;20696;132,501,022.00;0;0;0
318;1122001;3;19;20;31;40;53;1;222,700,803.00;46;1,634,054.00;3071;24384;0;0;0;0
319;5122001;12;16;17;19;23;48;0;0;52;724,206.00;3342;11226;45,190,422.00;0;0;0
320;8122001;20;22;27;47;50;53;0;0;77;15,489.00;4916;24169;846,039,065.00;0;0;0
321;12122001;4;11;31;32;48;49;0;0;55;1,695,409.00;3729;24911;957,936,038.00;0;0;0
322;15122001;11;18;29;44;47;56;0;0;87;1,545,345.00;7835;17095;1,119,270,036.00;0;0;0
323;19122001;26;31;33;40;49;54;0;0;56;1,992,191.00;4244;26189;1,253,145,228.00;0;0;0
324;22122001;8;15;22;25;30;47;0;0;211;79,384.00;12192;13687;145,414,557.00;0;0;0
325;29122001;1;3;4;21;23;53;2;87,438,778.00;256;959,082.00;15646;15633;0;0;0;0
326;5012002;21;23;40;44;51;52;0;0;27;3,236,736.00;2674;32558;104,870,244.00;0;0;0
327;9012002;29;32;33;38;46;48;0;0;16;3,051,793.00;2112;23033;163,464,668.00;0;0;0
328;12012002;5;7;14;21;23;51;1;272,135,701.00;100;905,592.00;7121;12669;0;0;0;0
329;16012002;10;11;12;24;35;40;0;0;40;103,803.00;2904;14244;961,702,724.00;0;0;0
330;19012002;2;4;14;23;37;51;0;0;120;1,092,451.00;7914;16503;1,119,015,601.00;0;0;0
331;23012002;1;13;20;27;35;37;0;0;70;1,387,244.00;6408;15097;1,235,544,142.00;0;0;0
332;26012002;23;28;29;34;42;44;0;0;83;1,676,269.00;6713;20647;1,402,500,481.00;0;0;0
333;30012002;4;27;35;44;52;53;0;0;93;1,269,231.00;6221;18902;1,544,146,612.00;0;0;0
334;2022002;14;23;24;26;41;51;2;872,939,291.00;1200;140,091.00;8839;18947;0;0;0;0
335;6022002;7;23;33;43;57;59;0;0;24;1,773,683.00;2134;19873;5,108,207.00;0;0;0
336;9022002;2;18;22;26;30;54;0;0;68;110,586.00;4141;18091;14,132,027.00;0;0;0
337;16022002;4;14;16;31;52;54;0;0;34;2,711,052.00;3454;26586;251,931,197.00;0;0;0
338;20022002;1;4;9;36;46;48;0;0;43;1,403,102.00;3245;18523;32,433,125.00;0;0;0
339;23022002;5;12;13;16;27;50;0;0;76;1,237,485.00;6908;13564;1,251,433,694.00;0;0;0
340;27022002;9;10;12;33;42;60;0;0;121;987,784.00;6970;17083;1,394,859,835.00;0;0;0
341;2032002;5;16;22;23;43;56;0;0;166;962,314.00;11103;14334;1,586,552,688.00;0;0;0
342;6032002;16;29;34;49;51;54;0;0;93;1,506,781.00;5578;25027;1,754,709,493.00;0;0;0
343;9032002;4;6;7;12;24;41;2;993,728,303.00;246;788,439.00;17023;11351;0;0;0;0
344;13032002;10;12;14;33;35;36;0;0;46;949,433.00;3487;12478;52,408,697.00;0;0;0
345;16032002;11;22;46;51;56;58;1;144,787,053.00;27;2,851,184.00;2170;35342;0;0;0;0
346;20032002;7;12;41;46;56;60;0;0;20;196,323.00;1589;24617;47,117,504.00;0;0;0
347;23032002;1;10;12;26;48;52;0;0;72;998,889.00;4730;15148;133,421,532.00;0;0;0
348;27032002;19;30;33;39;40;52;0;0;19;2,676,306.00;1547;32746;194,441,301.00;0;0;0
349;30032002;8;9;28;32;38;54;0;0;46;1,405,306.00;3264;19731;1,040,563,615.00;0;0;0
350;3042002;10;15;23;30;43;57;0;0;80;1,180,182.00;5012;18766;115,386,102.00;0;0;0
351;6042002;15;16;24;41;59;60;0;0;98;1,447,834.00;5832;24237;1,324,126,256.00;0;0;0
352;10042002;7;20;25;44;47;49;0;0;161;784,874.00;8080;1558;1,475,763,849.00;0;0;0
353;13042002;19;23;30;46;55;60;0;0;89;1,953,711.00;6862;25244;1,684,420,181.00;0;0;0
354;17042002;7;16;38;40;41;52;1;186,800,981.00;93;1,645,068.00;6184;24646;0;0;0;0
355;20042002;2;14;22;23;37;60;0;0;50;1,441,247.00;4711;15239;86,474,794.00;0;0;0
356;24042002;5;19;21;54;56;58;0;0;32;1,577,772.00;2415;20828;14,706,124.00;0;0;0
357;27042002;2;30;32;35;45;53;0;0;34;2,389,952.00;3265;24794;244,571,266.00;0;0;0
358;4052002;12;17;21;32;40;42;0;0;84;1,290,306.00;5798;18623;374,634,086.00;0;0;0
359;8052002;13;19;20;29;31;54;0;0;56;1,305,025.00;3953;18417;1,322,183,792.00;0;0;0
360;11052002;23;24;29;47;53;55;0;0;133;1,064,579.00;8382;16828;1,492,090,683.00;0;0;0
361;15052002;16;28;31;41;45;59;0;0;98;1,245,614.00;5236;23226;1,638,574,875.00;0;0;0
362;18052002;7;20;33;37;46;56;1;1,839,916,053.00;110;1,525,312.00;8313;20108;0;0;0;0
363;22052002;19;29;39;47;49;54;0;0;27;1,492,189.00;2225;18039;48,346,912.00;0;0;0
364;25052002;5;29;44;51;57;59;1;130,729,304.00;76;903,316.00;3315;20632;0;0;0;0
365;29052002;19;23;34;37;52;58;1;46,275,226.00;45;856,949.00;2433;1579;0;0;0;0
366;1062002;4;6;7;15;21;51;0;0;41;1,272,116.00;3489;14893;62,588,091.00;0;0;0
367;5062002;10;12;27;33;49;52;1;115,049,802.00;71;615,748.00;3040;14327;0;0;0;0
368;8062002;13;29;32;38;44;50;0;0;53;1,072,528.00;3220;17587;68,212,744.00;0;0;0
369;12062002;1;14;21;35;42;60;1;122,173,807.00;46;977,555.00;4167;10751;0;0;0;0
370;15062002;1;4;40;42;51;54;0;0;40;232,833.00;3230;28725;733,066,764.00;0;0;0
371;19062002;4;18;23;33;39;60;0;0;47;1,667,512.00;3979;19623;82,711,447.00;0;0;0
372;22062002;16;17;24;39;46;57;2;479,265,835.00;85;1,288,404.00;6743;1618;0;0;0;0
373;26062002;1;5;10;24;31;33;0;0;52;648,014.00;3292;10198;40,436,065.00;0;0;0
374;29062002;2;5;16;26;44;54;0;0;80;807,317.00;3326;19345;117,938,447.00;0;0;0
375;3072002;1;5;9;42;51;58;0;0;33;1,435,909.00;2359;20011;17,480,045.00;0;0;0
376;6072002;10;13;25;35;43;48;0;0;110;7,257.00;6956;11433;270,592,872.00;0;0;0
377;10072002;3;12;19;27;45;46;0;0;87;663,902.00;5468;10523;33,990,423.00;0;0;0
378;13072002;5;38;41;45;48;55;0;0;36;254,506.00;3115;29302;449,850,808.00;0;0;0
379;17072002;24;33;40;41;55;59;0;0;32;2,340,793.00;2830;26368;1,124,378,566.00;0;0;0
380;20072002;13;22;30;31;47;57;0;0;206;662,867.00;7186;18931;1,288,239,295.00;0;0;0
381;24072002;9;10;28;46;55;56;0;0;85;1,418,119.00;7295;16462;1,432,887,376.00;0;0;0
382;27072002;31;34;37;38;53;54;0;0;68;2,375,627.00;6291;25582;1,626,738,496.00;0;0;0
383;31072002;14;22;48;50;53;56;0;0;73;2,375,343.00;6573;26281;1,834,818,545.00;0;0;0
384;3082002;24;28;40;47;50;52;0;0;151;1,835,199.00;10644;25937;2,167,356,565.00;0;0;0
385;7082002;5;12;16;18;22;24;2;1,295,219,289.00;759;464,517.00;37449;938;0;0;0;0
386;10082002;17;35;36;39;43;54;0;0;70;1,157,198.00;5236;15412;97,204,586.00;0;0;0
387;14082002;22;28;29;43;47;48;0;0;40;1,493,765.00;2998;19855;168,905,337.00;0;0;0
388;17082002;23;36;48;52;53;58;0;0;46;1,882,646.00;4293;20097;272,827,375.00;0;0;0
389;21082002;5;14;18;43;46;54;0;0;63;1,130,519.00;4169;1702;1,574,531,046.00;0;0;0
390;24082002;7;12;22;34;38;53;1;1,761,142,997.00;171;909,415.00;10722;14449;0;0;0;0
391;28082002;4;7;15;16;35;40;0;0;44;1,017,035.00;2740;1627;5,369,943.00;0;0;0
392;31082002;15;23;31;39;47;49;1;141,091,729.00;68;1,070,984.00;3591;20203;0;0;0;0
393;4092002;6;12;35;36;40;50;0;0;31;1,371,651.00;1949;21735;51,025,422.00;0;0;0
394;7092002;5;15;35;42;45;49;0;0;47;118,178.00;4815;11493;117,677,831.00;0;0;0
395;11092002;10;11;14;20;31;58;1;184,370,996.00;27;2,058,431.00;2328;23784;0;0;0;0
396;14092002;6;18;34;42;45;47;0;0;63;1,014,872.00;4201;15163;76,724,359.00;0;0;0
397;18092002;1;2;5;24;32;46;0;0;61;799,242.00;4026;12064;135,228,849.00;0;0;0
398;21092002;7;16;22;28;36;37;1;222,128,977.00;63;1,149,473.00;5106;14129;0;0;0;0
399;25092002;11;16;27;47;55;59;0;0;20;19,537.00;1730;22501;567,617,141.00;0;0;0
400;28092002;10;13;28;29;54;59;0;0;75;1,325,418.00;4875;20314;686,904,791.00;0;0;0
401;2102002;11;18;43;44;50;53;0;0;33;2,500,864.00;2853;28818;785,938,989.00;0;0;0
402;5102002;5;16;27;43;56;58;0;0;146;792,799.00;7787;14808;924,837,354.00;0;0;0
403;9102002;7;16;27;31;46;60;0;0;48;1,997,295.00;4099;23301;1,039,881,528.00;0;0;0
404;12102002;1;24;28;38;40;58;0;0;66;1,658,007.00;4364;2498;1,171,195,693.00;0;0;0
405;16102002;24;29;34;47;57;60;0;0;67;1,698,817.00;4579;24763;1,307,780,576.00;0;0;0
406;19102002;2;12;32;38;47;48;0;0;78;1,946,348.00;6557;23066;1,489,958,792.00;0;0;0
407;23102002;2;18;22;49;51;57;0;0;90;1,631,538.00;6383;22918;1,666,164,927.00;0;0;0
408;26102002;14;28;33;44;49;56;1;1,894,882,767.00;269;708,543.00;13970;13592;0;0;0;0
409;30102002;18;25;26;31;34;49;0;0;23;1,874,196.00;1958;21932;971,056,761.00;0;0;0
410;2112002;8;24;31;36;38;55;0;0;101;1,025,712.00;5799;17797;1,095,373,037.00;0;0;0
411;6112002;10;12;31;38;45;56;0;0;91;1,181,439.00;5115;2094;1,224,386,106.00;0;0;0
412;9112002;5;12;14;21;45;59;0;0;89;1,661,672.00;8542;17249;1,401,852,728.00;0;0;0
413;13112002;2;4;29;33;35;53;0;0;102;1,337,653.00;7746;17549;1,565,581,453.00;0;0;0
414;16112002;16;26;35;45;52;58;1;1,742,845,298.00;51;2,896,468.00;5527;26626;0;0;0;0
415;20112002;1;4;27;38;42;44;0;0;40;1,102,747.00;2415;18196;52,931,835.00;0;0;0
416;23112002;1;13;23;33;54;56;0;0;44;1,654,776.00;4032;1799;140,303,991.00;0;0;0
417;27112002;7;12;21;25;34;42;0;0;78;743,578.00;5218;11073;209,902,866.00;0;0;0
418;30112002;8;15;32;45;49;52;2;155,871,224.00;82;1,034,955.00;5133;16472;0;0;0;0
419;4122002;9;16;41;42;52;53;0;0;30;1,486,022.00;1594;27862;811,515,305.00;0;0;0
420;7122002;12;29;30;43;57;59;0;0;83;1,394,986.00;5614;20547;950,455,906.00;0;0;0
421;11122002;5;35;37;38;45;51;0;0;47;2,130,717.00;4716;21155;1,070,628,347.00;0;0;0
422;14122002;12;37;43;55;56;60;0;0;80;1,682,365.00;6516;20577;1,232,135,411.00;0;0;0
423;18122002;8;22;32;33;40;53;0;0;66;1,792,527.00;4178;2821;1,374,103,548.00;0;0;0
424;21122002;18;27;29;36;46;59;0;0;91;1,735,678.00;7389;21295;1,563,639,541.00;0;0;0
425;28122002;6;10;16;34;42;47;1;1,897,959,919.00;279;998,567.00;17411;15942;0;0;0;0
426;4012003;7;30;32;37;50;54;0;0;58;1,324,194.00;3139;24376;92,163,877.00;0;0;0
427;8012003;3;13;14;24;43;51;0;0;48;116,421.00;3563;15625;159,222,384.00;0;0;0
428;11012003;8;28;30;32;46;60;0;0;48;16,919.00;3734;21667;256,675,837.00;0;0;0
429;15012003;17;26;32;36;43;55;0;0;44;1,497,872.00;3300;19896;1,283,902,193.00;0;0;0
430;18012003;8;10;21;25;38;50;1;1,441,070,881.00;85;154,087.00;6944;1879;0;0;0;0
431;22012003;26;37;40;47;52;58;0;0;20;2,106,989.00;1184;35456;50,567,741.00;0;0;0
432;25012003;4;13;17;27;39;50;0;0;54;1,218,597.00;4278;15324;129,532,795.00;0;0;0
433;29012003;16;17;28;30;36;54;0;0;31;165,802.00;2332;21958;191,211,154.00;0;0;0
434;1022003;4;10;17;24;30;54;0;0;84;917,328.00;4870;15763;2,836,778.00;0;0;0
435;5022003;10;11;17;31;37;43;0;0;55;1,105,932.00;3243;18685;356,669,313.00;0;0;0
436;8022003;1;6;7;29;48;57;0;0;47;1,953,131.00;4696;19474;466,825,869.00;0;0;0
437;12022003;7;10;30;44;54;59;0;0;33;222,739.00;2829;25884;555,030,504.00;0;0;0
438;15022003;3;5;11;14;38;48;0;0;65;1,628,173.00;6276;16799;682,028,027.00;0;0;0
439;19022003;13;20;29;42;43;57;0;0;65;1,335,384.00;4407;19622;1,415,092,479.00;0;0;0
440;22022003;3;5;23;30;46;47;0;0;139;1,090,913.00;10120;14928;1,597,056,686.00;0;0;0
441;26022003;2;10;15;21;58;59;0;0;121;1,191,774.00;6941;20698;1,770,102,329.00;0;0;0
442;1032003;6;15;23;31;37;59;1;1,994,660,101.00;135;1,386,159.00;9944;18748;0;0;0;0
443;8032003;11;17;26;36;48;52;0;0;47;1,632,242.00;3738;20446;92,058,421.00;0;0;0
444;12032003;3;24;33;48;52;57;0;0;43;1,389,062.00;3332;17858;163,734,011.00;0;0;0
445;15032003;7;20;31;32;50;53;0;0;31;2,855,937.00;3101;28442;269,974,884.00;0;0;0
446;19032003;8;11;12;17;20;47;2;176,711,791.00;65;1,069,855.00;5039;13748;0;0;0;0
447;22032003;15;24;25;33;42;55;0;0;55;1,201,032.00;5613;11725;79,268,147.00;0;0;0
448;26032003;3;5;9;45;51;52;0;0;40;1,335,699.00;2999;17748;143,381,703.00;0;0;0
449;29032003;1;8;24;34;49;56;0;0;55;1,464,305.00;3656;21946;1,022,037,233.00;0;0;0
450;2042003;1;9;13;50;51;59;0;0;108;105,756.00;6194;1837;1,159,097,046.00;0;0;0
451;5042003;17;18;23;28;31;53;0;0;87;171,318.00;7368;20153;1,337,952,989.00;0;0;0
452;9042003;11;16;30;36;51;54;0;0;76;1,884,721.00;6317;2259;1,509,839,542.00;0;0;0
453;12042003;8;20;23;34;52;58;0;0;120;1,593,245.00;7882;24165;1,739,266,768.00;0;0;0
454;16042003;4;17;24;42;46;56;0;0;275;751,539.00;16564;1243;1,987,274,464.00;0;0;0
455;19042003;2;14;15;17;50;59;0;0;86;2,317,164.00;7989;2485;2,226,405,774.00;0;0;0
456;23042003;3;17;22;27;33;40;0;0;221;1,114,266.00;16964;14461;252,190,912.00;0;0;0
457;26042003;15;17;24;27;32;48;3;1,000,044,174.00;480;830,249.00;31340;12668;0;0;0;0
458;30042003;13;24;32;34;43;53;0;0;82;739,534.00;3921;15408;72,770,147.00;0;0;0
459;3052003;8;15;17;39;43;49;0;0;62;1,214,648.00;4197;17876;1,590,630,109.00;0;0;0
460;7052003;19;23;30;37;49;55;0;0;155;968,896.00;9464;15809;1,770,844,664.00;0;0;0
461;10052003;15;17;20;29;30;60;0;0;189;1,031,748.00;8312;23371;2,004,845,045.00;0;0;0
462;14052003;17;19;22;26;27;48;0;0;212;902,334.00;14463;13176;2,234,398,757.00;0;0;0
463;17052003;2;3;7;18;45;53;0;0;166;1,474,096.00;15269;15966;2,528,038,638.00;0;0;0
464;21052003;6;24;33;38;45;50;1;2,841,454,443.00;241;1,083,734.00;15457;16833;0;0;0;0
465;24052003;1;22;31;46;51;57;0;0;19;4,062,781.00;2175;35357;92,631,393.00;0;0;0
466;28052003;11;16;28;29;30;45;0;0;64;1,035,372.00;3582;18429;172,147,917.00;0;0;0
467;31052003;8;18;21;22;38;60;0;0;45;2,073,013.00;3907;23787;284,090,583.00;0;0;0
468;4062003;5;6;23;25;39;51;0;0;58;1,429,256.00;4701;17567;383,566,821.00;0;0;0
469;7062003;13;21;26;29;42;47;2;259,643,292.00;187;604,812.00;8798;12807;0;0;0;0
470;11062003;8;11;23;37;51;58;0;0;86;1,338,459.00;6094;18818;1,318,202,914.00;0;0;0
471;14062003;5;31;32;36;51;59;0;0;76;1,966,802.00;5490;27124;1,497,575,283.00;0;0;0
472;18062003;3;4;12;29;38;51;0;0;82;1,722,458.00;6518;21588;1,667,065,102.00;0;0;0
473;21062003;7;23;41;49;51;58;0;0;65;2,328,511.00;6524;23112;1,848,688,908.00;0;0;0
474;25062003;3;12;32;34;40;50;0;0;56;3,415,659.00;6910;27576;2,078,221,164.00;0;0;0
475;28062003;6;8;19;22;43;52;0;0;156;1,500,818.00;13235;17623;235,917,422.00;0;0;0
476;2072003;17;20;38;43;55;58;0;0;163;1,683,781.00;11465;23849;2,688,521,769.00;0;0;0
477;5072003;6;8;18;34;38;47;3;1,040,148,192.00;279;1,290,092.00;21958;1633;0;0;0;0
478;9072003;3;8;21;25;30;31;0;0;92;704,532.00;4876;13243;77,780,322.00;0;0;0
479;12072003;20;26;41;46;54;58;0;0;32;2,901,234.00;2834;32635;1,608,893,265.00;0;0;0
480;16072003;14;33;36;38;41;49;0;0;112;1,383,154.00;8589;17969;1,794,789,221.00;0;0;0
481;19072003;6;13;22;24;42;44;3;679,688,803.00;359;567,032.00;19465;10419;0;0;0;0
482;23072003;12;13;33;53;54;56;0;0;41;1,487,829.00;2929;20748;73,201,195.00;0;0;0
483;26072003;16;18;23;35;44;59;0;0;90;976,125.00;6279;13938;178,622,743.00;0;0;0
484;30072003;17;18;19;38;49;53;0;0;55;1,365,517.00;4015;18635;268,746,843.00;0;0;0
485;2082003;19;28;30;38;52;57;0;0;30;3,588,842.00;3203;33487;397,945,173.00;0;0;0
486;6082003;8;14;19;30;42;50;1;512,580,012.00;55;1,736,892.00;4325;22005;0;0;0;0
487;9082003;8;22;25;48;52;54;2;46,770,234.00;104;749,523.00;5329;14573;0;0;0;0
488;13082003;15;30;35;39;43;57;0;0;46;1,186,407.00;2699;20145;65,489,668.00;0;0;0
489;16082003;17;28;33;36;53;59;0;0;67;1,240,682.00;5107;16216;966,263,184.00;0;0;0
490;20082003;5;11;23;29;54;58;1;110,701,735.00;148;792,535.00;8438;13849;0;0;0;0
491;23082003;1;9;15;22;43;55;1;84,934,426.00;81;873,811.00;4221;16705;0;0;0;0
492;27082003;2;6;15;18;56;57;0;0;26;1,904,152.00;2629;18761;59,409,553.00;0;0;0
493;30082003;3;18;20;24;42;54;0;0;79;966,399.00;5294;14367;151,024,151.00;0;0;0
494;3092003;18;20;28;32;49;53;0;0;32;219,976.00;2766;25353;235,494,951.00;0;0;0
495;6092003;8;15;29;36;49;60;0;0;48;2,056,502.00;5313;18509;353,949,503.00;0;0;0
496;10092003;10;19;20;29;41;59;0;0;31;2,772,031.00;3495;24494;457,069,049.00;0;0;0
497;13092003;9;13;20;32;41;58;0;0;72;1,571,244.00;5439;20721;592,824,466.00;0;0;0
498;17092003;2;6;28;49;50;57;0;0;58;17,603.00;4592;2215;715,341,301.00;0;0;0
499;20092003;1;4;5;11;44;59;1;869,809,922.00;126;1,021,618.00;8903;14404;0;0;0;0
500;27092003;21;29;35;36;38;54;1;939,424,883.00;73;2,386,901.00;6818;2546;0;0;0;0
501;1102003;16;27;28;34;39;56;0;0;43;1,130,351.00;3037;15945;58,326,135.00;0;0;0
502;4102003;7;13;21;24;33;50;2;73,091,533.00;268;273,187.00;9549;7639;0;0;0;0
503;8102003;7;10;21;27;48;49;0;0;40;1,163,606.00;2934;15804;55,853,093.00;0;0;0
504;11102003;8;11;19;30;39;50;0;0;54;1,285,555.00;4006;17264;139,157,039.00;0;0;0
505;15102003;3;20;28;46;47;52;0;0;30;1,973,618.00;2559;23051;21,020,728.00;0;0;0
506;18102003;4;15;31;34;37;38;0;0;65;1,272,038.00;4735;17396;309,426,201.00;0;0;0
507;22102003;3;5;27;33;44;58;2;196,348,453.00;212;327,322.00;6604;10468;0;0;0;0
508;25102003;5;10;15;45;46;56;0;0;33;1,803,877.00;3025;19605;71,433,526.00;0;0;0
509;29102003;28;32;33;34;35;55;0;0;39;1,310,428.00;2852;17852;719,917,621.00;0;0;0
510;1112003;1;4;30;41;45;58;2;425,298,306.00;70;1,555,702.00;4392;24701;0;0;0;0
511;5112003;3;4;8;34;36;37;0;0;50;870,075.00;3155;13737;76,131,561.00;0;0;0
512;8112003;4;8;31;40;53;58;3;6,538,285.00;41;1,672,711.00;2277;30005;0;0;0;0
513;12112003;10;19;27;33;39;46;0;0;46;848,571.00;2427;16023;68,309,965.00;0;0;0
514;15112003;15;36;40;42;51;52;0;0;20;2,496,472.00;1209;41142;494,116,535.00;0;0;0
515;19112003;15;16;39;45;48;57;0;0;33;2,046,465.00;2636;25523;612,299,873.00;0;0;0
516;22112003;5;13;24;33;34;35;0;0;164;541,602.00;7718;11465;767,739,438.00;0;0;0
517;26112003;7;8;28;32;38;51;0;0;36;2,238,592.00;3262;24613;908,770,716.00;0;0;0
518;29112003;5;8;10;15;18;44;0;0;182;601,485.00;8653;12604;1,100,343,788.00;0;0;0
519;3122003;9;15;19;22;36;42;0;0;111;968,531.00;7018;15261;1,855,884,036.00;0;0;0
520;6122003;9;12;17;32;34;35;0;0;166;1,001,732.00;10884;1522;2,146,887,174.00;0;0;0
521;10122003;15;25;28;32;38;45;0;0;166;1,046,337.00;10610;16309;2,450,848,018.00;0;0;0
522;13122003;6;14;15;25;49;52;0;0;118;1,931,139.00;8280;27417;2,849,628,166.00;0;0;0
523;17122003;28;39;40;44;45;58;0;0;123;2,752,874.00;9692;34805;3,442,184,343.00;0;0;0
524;20122003;19;29;34;41;47;48;1;4,279,469,756.00;180;2,658,049.00;17156;27783;0;0;0;0
525;27122003;8;10;24;26;32;49;2;1,020,872,299.00;153;1,160,082.00;9640;18343;0;0;0;0
526;3012004;3;21;31;36;55;59;0;0;34;2,268,104.00;2444;31434;134,952,177.00;0;0;0
527;7012004;6;14;17;26;50;52;0;0;23;2,746,344.00;2091;30094;245,492,513.00;0;0;0
528;10012004;8;12;28;31;34;37;0;0;67;125,546.00;4827;1736;392,695,217.00;0;0;0
529;14012004;1;13;33;38;45;56;15;34,873,275.00;87;856,512.00;4758;15603;0;0;0;0
530;17012004;1;6;21;25;32;49;0;0;49;1,850,175.00;3771;2395;754,160,405.00;0;0;0
531;21012004;1;3;7;18;35;50;0;0;96;90,791.00;5188;16737;906,689,284.00;0;0;0
